Row Labels,Trial Count,Max of Root Mean Square Error (RMSE),Average of Root Mean Square Error (RMSE)2
0.05,50,0.377809802,0.357128599
0.1,50,0.377280484,0.355605715
0.15,50,0.376737924,0.355440089
0.2,50,0.372775237,0.35633288
0.25,50,0.373583347,0.357438038
0.4,50,0.376801127,0.358151806
0.5,50,0.377284592,0.358931305
0.6,50,0.384029676,0.360642241
0.7,50,0.389759475,0.362994433
0.8,50,0.385370081,0.364611829
2,50,0.416826381,0.392625494
3,50,0.438914576,0.409441838
4,50,0.475384798,0.426127419
5,50,0.515437949,0.4418367
9,50,0.659891187,0.560356965
0.1,850,0.648491945,0.386180376
0,50,0.396545138,0.364511228
0.02,50,0.389291395,0.364469425
0.05,50,0.38902263,0.364511312
0.1,50,0.385034162,0.364137544
0.15,50,0.39341524,0.363566392
0.2,50,0.38304239,0.363440702
0.25,50,0.378005652,0.361368218
0.4,50,0.381217855,0.363291689
0.5,50,0.381477599,0.362991236
0.6,50,0.38076968,0.362687961
0.7,50,0.377319217,0.365359394
0.8,50,0.387867242,0.366468244
2,50,0.407091016,0.38695347
3,50,0.44491143,0.404763117
4,50,0.460644086,0.420299642
5,50,0.481125016,0.433609128
9,50,0.648491945,0.552637683
0.2,850,0.575435164,0.391682436
0,50,0.408336645,0.382825942
0.02,50,0.406446875,0.382041538
0.05,50,0.410118496,0.380730993
0.1,50,0.407885517,0.376473558
0.15,50,0.408561398,0.378090745
0.2,50,0.409074032,0.376578677
0.25,50,0.411805742,0.373919154
0.4,50,0.40755277,0.372883507
0.5,50,0.421451146,0.376351699
0.6,50,0.404903598,0.375883495
0.7,50,0.419188332,0.375055248
0.8,50,0.431886137,0.376842332
2,50,0.426424247,0.384321216
3,50,0.450230942,0.402089235
4,50,0.451671229,0.415163296
5,50,0.487708711,0.423539418
9,50,0.575435164,0.505811355
0.3,850,0.547967316,0.397865089
0,50,0.443736437,0.390881626
0.02,50,0.443338541,0.389907018
0.05,50,0.441297274,0.390900898
0.1,50,0.437139615,0.39066447
0.15,50,0.43433413,0.388049247
0.2,50,0.432780554,0.388638824
0.25,50,0.426782172,0.386179992
0.4,50,0.43513639,0.38622775
0.5,50,0.423619357,0.385462717
0.6,50,0.429511312,0.385654615
0.7,50,0.434943657,0.38634288
0.8,50,0.431784521,0.387311056
2,50,0.432344785,0.392781745
3,50,0.438827746,0.398435652
4,50,0.445510855,0.41103902
5,50,0.444028825,0.416756783
9,50,0.547967316,0.488472226
0.4,850,0.507432844,0.41394126
0,50,0.506680368,0.423180733
0.02,50,0.505429272,0.421197864
0.05,50,0.501112562,0.422219868
0.1,50,0.498363666,0.42021603
0.15,50,0.499297152,0.418294025
0.2,50,0.482157646,0.410832605
0.25,50,0.482248006,0.410070946
0.4,50,0.492127755,0.409033077
0.5,50,0.448915184,0.407739117
0.6,50,0.441925672,0.402679972
0.7,50,0.446729869,0.404673824
0.8,50,0.449611688,0.405018255
2,50,0.44760705,0.399148693
3,50,0.446009911,0.401519884
4,50,0.462697786,0.407336359
5,50,0.446723939,0.417238123
9,50,0.507432844,0.456602041
0.5,850,0.551061009,0.439630052
0,50,0.550227446,0.477511289
0.02,50,0.551061009,0.475273684
0.05,50,0.535899412,0.471714699
0.1,50,0.535657713,0.463883631
0.15,50,0.522655022,0.457987642
0.2,50,0.523968682,0.452294311
0.25,50,0.525489358,0.44580716
0.4,50,0.513953709,0.435806223
0.5,50,0.514012751,0.428457034
0.6,50,0.502825709,0.424427879
0.7,50,0.502710148,0.421875273
0.8,50,0.502306504,0.420901483
2,50,0.453342081,0.417394563
3,50,0.468598314,0.412411111
4,50,0.45408302,0.40905849
5,50,0.447324429,0.414703178
9,50,0.485542528,0.444203227
3,5950,0.667688262,0.438261486
0,850,0.667688262,0.416518486
0,50,0.425653427,0.403301443
0.02,50,0.427428496,0.40236064
0.05,50,0.425917149,0.401460376
0.1,50,0.418371519,0.399378074
0.15,50,0.422773271,0.397739525
0.2,50,0.41979806,0.396591567
0.25,50,0.419791614,0.396880781
0.4,50,0.420851233,0.396953944
0.5,50,0.419693828,0.39821695
0.6,50,0.416044698,0.39803823
0.7,50,0.412867489,0.397604803
0.8,50,0.416468183,0.398687171
2,50,0.455593377,0.413457403
3,50,0.462864274,0.428979766
4,50,0.483058064,0.436443535
5,50,0.522543034,0.444201821
9,50,0.667688262,0.570518241
0.05,850,0.625873927,0.416887838
0,50,0.437501424,0.406351611
0.02,50,0.438609479,0.405682145
0.05,50,0.443174758,0.40562759
0.1,50,0.429559169,0.405545667
0.15,50,0.42595284,0.404261078
0.2,50,0.428280682,0.401710287
0.25,50,0.423172798,0.399727859
0.4,50,0.412748125,0.395623557
0.5,50,0.421884848,0.395083094
0.6,50,0.41768598,0.395971351
0.7,50,0.427275939,0.397636245
0.8,50,0.42036707,0.396371576
2,50,0.459661359,0.410576083
3,50,0.451511113,0.423877604
4,50,0.463158689,0.43176694
5,50,0.490031694,0.442027669
9,50,0.625873927,0.569252891
0.1,850,0.605466278,0.418963181
0,50,0.460760536,0.418841656
0.02,50,0.459119185,0.416101456
0.05,50,0.461091151,0.415099555
0.1,50,0.459421111,0.410991132
0.15,50,0.454892014,0.407195816
0.2,50,0.439860706,0.405991115
0.25,50,0.440052486,0.407124221
0.4,50,0.425196007,0.402969641
0.5,50,0.424866316,0.401336231
0.6,50,0.438769627,0.399358253
0.7,50,0.441149956,0.398282467
0.8,50,0.439712491,0.398406022
2,50,0.451750346,0.408886271
3,50,0.454844512,0.420639915
4,50,0.468050274,0.430254244
5,50,0.482886591,0.441962249
9,50,0.605466278,0.538933826
0.2,850,0.561541279,0.430919137
0,50,0.506984195,0.450922404
0.02,50,0.508368893,0.452026114
0.05,50,0.507085682,0.447639807
0.1,50,0.507191574,0.439327568
0.15,50,0.507301908,0.433563391
0.2,50,0.50211906,0.428516747
0.25,50,0.49671807,0.428336595
0.4,50,0.480935616,0.419690741
0.5,50,0.454551059,0.414939158
0.6,50,0.455854627,0.413021857
0.7,50,0.447059251,0.412041616
0.8,50,0.43832954,0.409605856
2,50,0.446128745,0.409524628
3,50,0.457815506,0.415806466
4,50,0.474326208,0.430866411
5,50,0.463904271,0.432686777
9,50,0.561541279,0.487109197
0.3,850,0.520760879,0.445956113
0,50,0.518454661,0.476508618
0.02,50,0.520760879,0.47470261
0.05,50,0.520745212,0.47116458
0.1,50,0.518574763,0.468288535
0.15,50,0.519517343,0.460352615
0.2,50,0.511301033,0.456997162
0.25,50,0.511892894,0.455579714
0.4,50,0.505886886,0.441801626
0.5,50,0.505268411,0.439254803
0.6,50,0.498264193,0.43314989
0.7,50,0.49954452,0.427267044
0.8,50,0.4870983,0.426273724
2,50,0.465871901,0.415641338
3,50,0.46445884,0.420947558
4,50,0.458326098,0.426218527
5,50,0.462507485,0.431969476
9,50,0.516971937,0.455136104
0.4,850,0.543521906,0.461778559
0,50,0.543521906,0.50291963
0.02,50,0.536509025,0.501364064
0.05,50,0.522784662,0.497749594
0.1,50,0.522582496,0.493661304
0.15,50,0.540454882,0.490924539
0.2,50,0.518734068,0.48658815
0.25,50,0.521516425,0.483268458
0.4,50,0.517302603,0.470004245
0.5,50,0.511251076,0.453025479
0.6,50,0.506264083,0.44671355
0.7,50,0.501360344,0.446402183
0.8,50,0.503647339,0.442139464
2,50,0.468642144,0.421514
3,50,0.466966912,0.418528756
4,50,0.463420152,0.417723978
5,50,0.467020023,0.429255971
9,50,0.500060211,0.448452138
0.5,850,0.563797386,0.47680709
0,50,0.560404159,0.517242032
0.02,50,0.559292974,0.515689642
0.05,50,0.563797386,0.514495854
0.1,50,0.561146618,0.516327119
0.15,50,0.558399722,0.510438949
0.2,50,0.556560716,0.509164698
0.25,50,0.544346519,0.506439403
0.4,50,0.523970451,0.497306359
0.5,50,0.523341044,0.481341118
0.6,50,0.516651452,0.46997364
0.7,50,0.518479432,0.463663935
0.8,50,0.513976079,0.456690038
2,50,0.468889206,0.426350098
3,50,0.481109986,0.423909973
4,50,0.46143628,0.421191152
5,50,0.459425823,0.430712827
9,50,0.484714438,0.444783701
4,5950,0.601796217,0.458218441
0,850,0.601796217,0.441200859
0,50,0.496628162,0.461944689
0.02,50,0.494265576,0.457811763
0.05,50,0.491104812,0.454376784
0.1,50,0.490245471,0.449028968
0.15,50,0.487877569,0.444484703
0.2,50,0.489925716,0.441846884
0.25,50,0.494583473,0.437575731
0.4,50,0.467578571,0.426772833
0.5,50,0.475806244,0.420941439
0.6,50,0.466455855,0.418164447
0.7,50,0.453533814,0.413095592
0.8,50,0.450450888,0.412620473
2,50,0.465294518,0.417821037
3,50,0.461609595,0.429766586
4,50,0.483667647,0.442980208
5,50,0.491753593,0.446314168
9,50,0.601796217,0.524868304
0.05,850,0.566342363,0.444286784
0,50,0.495338401,0.470148263
0.02,50,0.498995576,0.469216372
0.05,50,0.498076644,0.465513079
0.1,50,0.495063751,0.462389897
0.15,50,0.493477143,0.45963258
0.2,50,0.491273474,0.452246918
0.25,50,0.490203379,0.443591383
0.4,50,0.490847829,0.433595809
0.5,50,0.483738738,0.428957283
0.6,50,0.469295015,0.420270303
0.7,50,0.456110341,0.414806063
0.8,50,0.464731092,0.409945775
2,50,0.4566246,0.4136903
3,50,0.477770635,0.4264409
4,50,0.479764357,0.439706315
5,50,0.480595527,0.444729705
9,50,0.566342363,0.497994386
0.1,850,0.550056782,0.449543123
0,50,0.497457164,0.478132502
0.02,50,0.501017873,0.475783581
0.05,50,0.499934766,0.474500752
0.1,50,0.506103622,0.47164841
0.15,50,0.499840781,0.466894282
0.2,50,0.497332083,0.465323014
0.25,50,0.495083679,0.460754236
0.4,50,0.492289523,0.454110829
0.5,50,0.492357295,0.438852446
0.6,50,0.496598773,0.431413191
0.7,50,0.481014019,0.423056635
0.8,50,0.486766977,0.418487471
2,50,0.451450516,0.41066855
3,50,0.45980613,0.422749559
4,50,0.483100293,0.436750918
5,50,0.48132712,0.441031587
9,50,0.550056782,0.472075122
0.2,850,0.512420539,0.459676488
0,50,0.511578526,0.485676874
0.02,50,0.511188247,0.486229981
0.05,50,0.507139088,0.484052507
0.1,50,0.511333523,0.482868291
0.15,50,0.512420539,0.484495562
0.2,50,0.508987528,0.480445082
0.25,50,0.509902606,0.477134595
0.4,50,0.50351038,0.472430173
0.5,50,0.509630961,0.463536658
0.6,50,0.499407999,0.452818468
0.7,50,0.498213929,0.447631342
0.8,50,0.493986542,0.444695664
2,50,0.439662587,0.406804187
3,50,0.457003609,0.415730091
4,50,0.476761142,0.426384803
5,50,0.478616661,0.438974342
9,50,0.510714555,0.464591676
0.3,850,0.517712521,0.46708712
0,50,0.517712521,0.494553982
0.02,50,0.517266812,0.493899578
0.05,50,0.5166234,0.492820364
0.1,50,0.515018332,0.489793505
0.15,50,0.517655207,0.48725024
0.2,50,0.517300312,0.486223048
0.25,50,0.509691974,0.484822868
0.4,50,0.516558605,0.484359561
0.5,50,0.511785225,0.48095603
0.6,50,0.511264183,0.473859347
0.7,50,0.511686232,0.474268097
0.8,50,0.51415803,0.464407841
2,50,0.449463866,0.409553776
3,50,0.445713604,0.411947711
4,50,0.458059174,0.422603598
5,50,0.468920177,0.433858462
9,50,0.49208642,0.455303033
0.4,850,0.532565299,0.469465448
0,50,0.528492429,0.498463138
0.02,50,0.531036336,0.496589029
0.05,50,0.529595568,0.496262039
0.1,50,0.532565299,0.494855107
0.15,50,0.526191204,0.493941981
0.2,50,0.518680612,0.491365983
0.25,50,0.513555965,0.490404352
0.4,50,0.510692388,0.485032349
0.5,50,0.515661457,0.48437349
0.6,50,0.510379606,0.481501031
0.7,50,0.510144322,0.475773032
0.8,50,0.509967273,0.473386916
2,50,0.484067549,0.410329866
3,50,0.465812408,0.412228559
4,50,0.451353364,0.42217206
5,50,0.46747923,0.427400877
9,50,0.480147122,0.446832806
0.5,850,0.549048574,0.476269266
0,50,0.549048574,0.511072076
0.02,50,0.544799731,0.508547523
0.05,50,0.540307853,0.504922649
0.1,50,0.540767929,0.503005731
0.15,50,0.536178456,0.502876234
0.2,50,0.541837839,0.502637401
0.25,50,0.54030638,0.499457669
0.4,50,0.523455209,0.495593814
0.5,50,0.521467937,0.489868126
0.6,50,0.517509116,0.486840398
0.7,50,0.511692491,0.482038344
0.8,50,0.514412794,0.482620061
2,50,0.48384505,0.43034883
3,50,0.458024707,0.412534015
4,50,0.473306886,0.419299869
5,50,0.467585616,0.422870134
9,50,0.475309034,0.44204465
5,5950,0.558559597,0.460137368
0,850,0.558559597,0.455326587
0,50,0.501798997,0.469897424
0.02,50,0.502944025,0.46929477
0.05,50,0.502520057,0.469129091
0.1,50,0.503187695,0.467445538
0.15,50,0.500239651,0.467072889
0.2,50,0.497371835,0.466233532
0.25,50,0.494585677,0.465707093
0.4,50,0.500758989,0.462631929
0.5,50,0.499007109,0.456292783
0.6,50,0.480873019,0.454282832
0.7,50,0.480115397,0.453109918
0.8,50,0.484827842,0.449250802
2,50,0.462979403,0.411841354
3,50,0.476096819,0.419039573
4,50,0.471917083,0.430818653
5,50,0.477465677,0.438877734
9,50,0.558559597,0.489626063
0.05,850,0.543841825,0.454816406
0,50,0.501121218,0.471414171
0.02,50,0.500201628,0.471778464
0.05,50,0.504249051,0.471479208
0.1,50,0.502461689,0.470041843
0.15,50,0.50158179,0.468112546
0.2,50,0.493602523,0.466254631
0.25,50,0.501387234,0.464033118
0.4,50,0.4918893,0.461623547
0.5,50,0.498879075,0.461658277
0.6,50,0.493390416,0.458439125
0.7,50,0.488479605,0.454079617
0.8,50,0.488707594,0.452844965
2,50,0.472519837,0.415086225
3,50,0.463065713,0.416373989
4,50,0.468682196,0.42445546
5,50,0.488517544,0.435770227
9,50,0.543841825,0.468433491
0.1,850,0.524664543,0.455518309
0,50,0.501949285,0.474776365
0.02,50,0.505546703,0.474340515
0.05,50,0.504563553,0.471862285
0.1,50,0.500516628,0.471582691
0.15,50,0.496270696,0.469561793
0.2,50,0.499780118,0.468830158
0.25,50,0.499033183,0.466603532
0.4,50,0.495176181,0.463688688
0.5,50,0.498970785,0.459435509
0.6,50,0.498796652,0.458813401
0.7,50,0.490087266,0.458409544
0.8,50,0.481861208,0.45402738
2,50,0.477978552,0.416915578
3,50,0.448188629,0.41140407
4,50,0.466405526,0.421908072
5,50,0.464027608,0.433515048
9,50,0.524664543,0.468136626
0.2,850,0.512412909,0.46005848
0,50,0.511525897,0.480956213
0.02,50,0.51090767,0.480691843
0.05,50,0.510546654,0.480693988
0.1,50,0.509948286,0.477113311
0.15,50,0.509359963,0.479597831
0.2,50,0.512412909,0.477828226
0.25,50,0.508403267,0.475268582
0.4,50,0.509372817,0.472973633
0.5,50,0.506125832,0.470679038
0.6,50,0.506529185,0.46770444
0.7,50,0.498155126,0.463997723
0.8,50,0.507523801,0.461569701
2,50,0.465674384,0.428833485
3,50,0.453275064,0.402830357
4,50,0.454735521,0.414110136
5,50,0.464229855,0.426054356
9,50,0.51031595,0.460091295
0.3,850,0.517229163,0.461207676
0,50,0.517229163,0.481016422
0.02,50,0.516527275,0.48303128
0.05,50,0.515491382,0.482803156
0.1,50,0.513810373,0.478603021
0.15,50,0.515490198,0.480628468
0.2,50,0.50998341,0.479390689
0.25,50,0.509923529,0.479428367
0.4,50,0.509707437,0.473930665
0.5,50,0.506912345,0.469782053
0.6,50,0.505232949,0.468572539
0.7,50,0.506691383,0.468886118
0.8,50,0.50250844,0.463885072
2,50,0.487973511,0.438619331
3,50,0.470723084,0.413215108
4,50,0.447926896,0.408039888
5,50,0.478371717,0.422789532
9,50,0.491925702,0.447908783
0.4,850,0.534381121,0.464076549
0,50,0.534381121,0.49070038
0.02,50,0.521072119,0.490245232
0.05,50,0.522150005,0.488896194
0.1,50,0.515484003,0.484626135
0.15,50,0.513202513,0.483619775
0.2,50,0.512392101,0.481802878
0.25,50,0.51159394,0.478783826
0.4,50,0.509273529,0.475351953
0.5,50,0.507788877,0.472283525
0.6,50,0.512712846,0.472210205
0.7,50,0.508093356,0.469065368
0.8,50,0.506209983,0.467831823
2,50,0.491463465,0.451131655
3,50,0.48446844,0.423938464
4,50,0.470779682,0.404881653
5,50,0.462562455,0.41279503
9,50,0.49225565,0.44113724
0.5,850,0.53178492,0.469957571
0,50,0.53178492,0.502471713
0.02,50,0.531644524,0.501488974
0.05,50,0.531458915,0.500472487
0.1,50,0.527727188,0.496785565
0.15,50,0.528633137,0.490707939
0.2,50,0.518331724,0.489266496
0.25,50,0.517987638,0.484352924
0.4,50,0.508992576,0.478062655
0.5,50,0.510443622,0.47780177
0.6,50,0.510735115,0.476116942
0.7,50,0.511609936,0.471880115
0.8,50,0.514795652,0.472337906
2,50,0.502256173,0.452507661
3,50,0.475884553,0.433633564
4,50,0.459857779,0.409856255
5,50,0.461412864,0.409952006
9,50,0.503354197,0.441583741
6,5950,0.541569668,0.459023574
0,850,0.511592079,0.453320439
0,50,0.508967487,0.471785836
0.02,50,0.508967487,0.471121562
0.05,50,0.508967487,0.470961802
0.1,50,0.503288627,0.470304877
0.15,50,0.497014452,0.467150319
0.2,50,0.499316841,0.467031702
0.25,50,0.503735006,0.464995004
0.4,50,0.490206723,0.46022664
0.5,50,0.490682847,0.457277364
0.6,50,0.488873404,0.455260977
0.7,50,0.4920379,0.454162302
0.8,50,0.479387783,0.451355799
2,50,0.478518273,0.438772784
3,50,0.463231416,0.413428324
4,50,0.449085103,0.416884323
5,50,0.466397937,0.427518306
9,50,0.511592079,0.448209537
0.05,850,0.516710697,0.45427437
0,50,0.508967487,0.473018536
0.02,50,0.508967487,0.473461764
0.05,50,0.508967487,0.473983748
0.1,50,0.508967487,0.473444544
0.15,50,0.508967487,0.469357932
0.2,50,0.507877794,0.468020931
0.25,50,0.502647336,0.465357623
0.4,50,0.484756868,0.462992807
0.5,50,0.494099171,0.459078041
0.6,50,0.492625174,0.45714407
0.7,50,0.489270831,0.453326025
0.8,50,0.492300159,0.453099116
2,50,0.48024862,0.441065095
3,50,0.474033327,0.41938959
4,50,0.450224972,0.412178287
5,50,0.459765637,0.421538332
9,50,0.516710697,0.446207851
0.1,850,0.508967487,0.455370717
0,50,0.504985399,0.475868737
0.02,50,0.508433177,0.474644627
0.05,50,0.508967487,0.474678078
0.1,50,0.508967487,0.474024193
0.15,50,0.508967487,0.472922667
0.2,50,0.508501076,0.470259396
0.25,50,0.508967487,0.468359942
0.4,50,0.496049918,0.462582632
0.5,50,0.500097422,0.461003476
0.6,50,0.499607649,0.458840976
0.7,50,0.490726576,0.456264869
0.8,50,0.489670705,0.453913225
2,50,0.483452126,0.444721099
3,50,0.461813994,0.420798656
4,50,0.441106707,0.40864093
5,50,0.458446344,0.421712079
9,50,0.500737842,0.442066607
0.2,850,0.513564865,0.457608026
0,50,0.513564865,0.478128168
0.02,50,0.512594808,0.476433991
0.05,50,0.501666189,0.474573274
0.1,50,0.496741704,0.473712266
0.15,50,0.492208606,0.471308816
0.2,50,0.510304253,0.475033276
0.25,50,0.50571951,0.475266011
0.4,50,0.508225296,0.468695089
0.5,50,0.504110662,0.464182353
0.6,50,0.500229134,0.463686082
0.7,50,0.498909998,0.460022424
0.8,50,0.493682887,0.457919363
2,50,0.498285294,0.446323486
3,50,0.469933861,0.430115778
4,50,0.455907719,0.408600867
5,50,0.448469535,0.410632919
9,50,0.500737842,0.444702272
0.3,850,0.520462475,0.460360386
0,50,0.509003127,0.479457357
0.02,50,0.509650238,0.480841487
0.05,50,0.508911406,0.476651155
0.1,50,0.506142701,0.478815279
0.15,50,0.509662549,0.476274806
0.2,50,0.513248021,0.476072546
0.25,50,0.508536827,0.473025104
0.4,50,0.520462475,0.473043969
0.5,50,0.498274961,0.47069352
0.6,50,0.50795048,0.468370321
0.7,50,0.50385085,0.465952194
0.8,50,0.499984687,0.464211712
2,50,0.485987574,0.447225621
3,50,0.47203572,0.433553919
4,50,0.463045846,0.414003964
5,50,0.447701428,0.40954332
9,50,0.5037364,0.438390293
0.4,850,0.520633148,0.463582877
0,50,0.515229986,0.490751239
0.02,50,0.518148665,0.488747717
0.05,50,0.516628241,0.486022757
0.1,50,0.514152277,0.484226897
0.15,50,0.514446379,0.485327382
0.2,50,0.509421905,0.475231887
0.25,50,0.503136696,0.473265052
0.4,50,0.512932263,0.473054262
0.5,50,0.510511702,0.468715489
0.6,50,0.520633148,0.468175977
0.7,50,0.498893791,0.466646733
0.8,50,0.50767663,0.466609208
2,50,0.503585501,0.449718139
3,50,0.480948949,0.439811289
4,50,0.471145584,0.425978183
5,50,0.440739037,0.404339378
9,50,0.50439186,0.434287317
0.5,850,0.541569668,0.468648205
0,50,0.53863339,0.496019951
0.02,50,0.541304135,0.495628617
0.05,50,0.541569668,0.493852732
0.1,50,0.531054527,0.492908446
0.15,50,0.517274195,0.49091191
0.2,50,0.51540142,0.491663117
0.25,50,0.518565801,0.488112856
0.4,50,0.511190969,0.478443624
0.5,50,0.504463459,0.472374407
0.6,50,0.512617592,0.472482464
0.7,50,0.496716972,0.465401365
0.8,50,0.520916035,0.465779054
2,50,0.514739141,0.454018268
3,50,0.481462346,0.443542911
4,50,0.47169794,0.424990051
5,50,0.453525623,0.408885508
9,50,0.468676448,0.43200421
(blank),,,
(blank),,,
(blank),,,
Grand Total,65450,1.276185262,0.341011295
